time,B0,B1,B2,B3,B7,ENABLE,DONE,CLK
1453750,1,0,1,1,0,1,1,0
1457708,1,0,1,1,0,1,1,1
1457917,1,0,1,1,0,1,0,1
1462708,1,0,1,1,0,1,0,0
1463750,0,1,1,1,0,1,1,0
1467708,0,1,1,1,0,1,1,1
1467917,0,1,1,1,0,1,0,1
1472708,0,1,1,1,0,1,0,0
1473750,0,1,1,1,0,1,1,0
1477708,0,1,1,1,0,1,1,1
1477917,0,1,1,1,0,1,0,1
1482708,0,1,1,1,0,1,0,0
1483750,1,0,1,1,0,1,1,0
1487708,1,0,1,1,0,1,1,1
1487917,1,0,1,1,0,1,0,1
1492708,1,0,1,1,0,1,0,0
1493750,1,0,1,1,0,1,1,0
1497708,1,0,1,1,0,1,1,1
1497917,1,0,1,1,0,1,0,1
1502708,1,0,1,1,0,1,0,0
1503750,1,0,1,1,0,1,1,0
1507708,1,0,1,1,0,1,1,1
1507917,1,0,1,1,0,1,0,1
1512708,1,0,1,1,0,1,0,0
1513750,1,0,1,1,0,1,1,0
1517708,1,0,1,1,0,1,1,1
1517917,1,0,1,1,0,1,0,1
1522708,1,0,1,1,0,1,0,0
1523750,0,1,1,1,0,1,1,0
1527708,0,1,1,1,0,1,1,1
1527917,0,1,1,1,0,1,0,1
1532917,0,1,1,1,0,1,0,0
1533750,0,1,1,1,0,1,1,0
1537917,0,1,1,1,0,1,0,1
1542917,0,1,1,1,0,1,0,0
1543750,0,1,1,1,0,1,1,0
1547917,0,1,1,1,0,1,0,1
1552917,0,1,1,1,0,1,0,0
1553750,1,0,1,1,0,1,1,0
1557917,1,0,1,1,0,1,1,1
1558125,1,0,1,1,0,1,0,1
1562917,1,0,1,1,0,1,0,0
1563750,1,0,1,1,0,1,1,0
1567917,1,0,1,1,0,1,1,1
1568125,1,0,1,1,0,1,0,1
1572917,1,0,1,1,0,1,0,0
1573750,1,0,1,1,0,1,1,0
1577917,1,0,1,1,0,1,1,1
1578125,1,0,1,1,0,1,0,1
1582917,1,0,1,1,0,1,0,0
1583750,0,0,0,0,0,1,1,0
1587917,0,0,0,0,0,1,1,1
1588125,0,0,0,0,0,1,0,1
1592917,0,0,0,0,0,1,0,0
1593750,1,1,1,1,0,1,1,0
1597917,1,1,1,1,0,1,1,1
1598125,1,1,1,1,0,1,0,1
1602917,1,1,1,1,0,1,0,0
1603750,0,0,1,1,0,1,1,0
1607917,0,0,1,1,0,1,1,1
1608125,0,0,1,1,0,1,0,1
1612917,0,0,1,1,0,1,0,0
1613750,1,0,1,1,0,1,1,0
1617917,1,0,1,1,0,1,1,1
1618125,1,0,1,1,0,1,0,1
1622917,1,0,1,1,0,1,0,0
1623750,0,1,1,1,0,1,1,0
1627917,0,1,1,1,0,1,1,1
1628125,0,1,1,1,0,1,0,1
1632917,0,1,1,1,0,1,0,0
1633750,0,1,1,1,0,1,1,0
1637917,0,1,1,1,0,1,1,1
1638125,0,1,1,1,0,1,0,1
1642917,0,1,1,1,0,1,0,0
1643750,0,1,1,1,0,1,1,0
1647917,0,1,1,1,0,1,1,1
1648125,0,1,1,1,0,1,0,1
1652917,0,1,1,1,0,1,0,0
1653750,0,0,1,1,0,1,1,0
1657917,0,0,1,1,0,1,1,1
1658125,0,0,1,1,0,1,0,1
1662917,0,0,1,1,0,1,0,0
1663750,0,0,1,1,0,1,1,0
1667917,0,0,1,1,0,1,1,1
1668125,0,0,1,1,0,1,0,1
1672917,0,0,1,1,0,1,0,0
1673750,0,1,1,1,0,1,1,0
1677917,0,1,1,1,0,1,1,1
1678125,0,1,1,1,0,1,0,1
1682917,0,1,1,1,0,1,0,0
1683750,0,1,1,1,0,1,1,0
1687917,0,1,1,1,0,1,1,1
1688125,0,1,1,1,0,1,0,1
1692917,0,1,1,1,0,1,0,0
1693750,0,1,1,1,0,1,1,0
1697917,0,1,1,1,0,1,1,1
1698125,0,1,1,1,0,1,0,1
1702917,0,1,1,1,0,1,0,0
1703750,0,0,1,1,0,1,1,0
1707917,0,0,1,1,0,1,1,1
1708125,0,0,1,1,0,1,0,1
1712917,0,0,1,1,0,1,0,0
1713958,0,0,1,1,0,1,1,0
1717917,0,0,1,1,0,1,1,1
1718125,0,0,1,1,0,1,0,1
1722917,0,0,1,1,0,1,0,0
1723750,0,1,1,1,0,1,1,0
1727917,0,1,1,1,0,1,1,1
1728125,0,1,1,1,0,1,0,1
1732917,0,1,1,1,0,1,0,0
1733750,0,1,1,1,0,1,1,0
1737917,0,1,1,1,0,1,1,1
1738125,0,1,1,1,0,1,0,1
1742917,0,1,1,1,0,1,0,0
1743750,0,0,1,1,0,1,0,0
1743958,1,0,1,1,0,1,1,0
1747917,1,0,1,1,0,1,1,1
1748125,1,0,1,1,0,1,0,1
1752917,1,0,1,1,0,1,0,0
1753958,1,0,1,1,0,1,1,0
1757917,1,0,1,1,0,1,1,1
1758125,1,0,1,1,0,1,0,1
1762917,1,0,1,1,0,1,0,0
1763958,1,0,1,1,0,1,1,0
1767917,1,0,1,1,0,1,1,1
1768125,1,0,1,1,0,1,0,1
1772917,1,0,1,1,0,1,0,0
1773750,0,0,1,1,0,1,0,0
1773958,0,1,1,1,0,1,1,0
1777917,0,1,1,1,0,1,1,1
1778125,0,1,1,1,0,1,0,1
1782917,0,1,1,1,0,1,0,0
1783958,0,1,1,1,0,1,1,0
1787917,0,1,1,1,0,1,1,1
1788125,0,1,1,1,0,1,0,1
1792917,0,1,1,1,0,1,0,0
1793958,0,1,1,1,0,1,1,0
1797917,0,1,1,1,0,1,1,1
1798125,0,1,1,1,0,1,0,1
1802917,0,1,1,1,0,1,0,0
1803958,1,0,1,1,0,1,1,0
1807917,1,0,1,1,0,1,1,1
1808125,1,0,1,1,0,1,0,1
1812917,1,0,1,1,0,1,0,0
1813958,0,0,1,1,0,1,1,0
1817917,0,0,1,1,0,1,1,1
1818125,0,0,1,1,0,1,0,1
1822917,0,0,1,1,0,1,0,0
1823958,1,0,1,1,0,1,1,0
1827917,1,0,1,1,0,1,1,1
1828125,1,0,1,1,0,1,0,1
1832917,1,0,1,1,0,1,0,0
1833958,1,1,1,1,0,1,1,0
1837917,1,1,1,1,0,1,1,1
1838125,1,1,1,1,0,1,0,1
1842917,1,1,1,1,0,1,0,0
1843958,1,1,1,1,0,1,1,0
1847917,1,1,1,1,0,1,1,1
1848125,1,1,1,1,0,1,0,1
1852917,1,1,1,1,0,1,0,0
1853958,1,1,1,1,0,1,1,0
1857917,1,1,1,1,0,1,1,1
1858125,1,1,1,1,0,1,0,1
1862917,1,1,1,1,0,1,0,0
1863958,1,0,1,1,0,1,1,0
1867917,1,0,1,1,0,1,1,1
1868125,1,0,1,1,0,1,0,1
1872917,1,0,1,1,0,1,0,0
1873958,1,0,1,1,0,1,1,0
1877917,1,0,1,1,0,1,1,1
1878125,1,0,1,1,0,1,0,1
1882917,1,0,1,1,0,1,0,0
1883958,0,1,1,1,0,1,1,0
1887917,0,1,1,1,0,1,1,1
1888125,0,1,1,1,0,1,0,1
1892917,0,1,1,1,0,1,0,0
1893958,1,1,1,1,0,1,1,0
1897917,1,1,1,1,0,1,1,1
1898125,1,1,1,1,0,1,0,1
1902917,1,1,1,1,0,1,0,0
1903958,0,1,1,1,0,1,1,0
1907917,0,1,1,1,0,1,1,1
1908125,0,1,1,1,0,1,0,1
1912917,0,1,1,1,0,1,0,0
1913958,1,0,1,1,0,1,1,0
1917917,1,0,1,1,0,1,1,1
1918125,1,0,1,1,0,1,0,1
1922917,1,0,1,1,0,1,0,0
1923958,1,0,1,1,0,1,1,0
1927917,1,0,1,1,0,1,1,1
1928125,1,0,1,1,0,1,0,1
1932917,1,0,1,1,0,1,0,0
1933958,1,0,1,1,0,1,1,0
1937917,1,0,1,1,0,1,1,1
1938125,1,0,1,1,0,1,0,1
1942917,1,0,1,1,0,1,0,0
1943958,0,1,1,1,0,1,1,0
1948125,0,1,1,1,0,1,0,1
1953125,0,1,1,1,0,1,0,0
1953958,0,1,1,1,0,1,1,0
1958125,0,1,1,1,0,1,0,1
1963125,0,1,1,1,0,1,0,0
1963958,1,0,1,1,0,1,1,0
1968125,1,0,1,1,0,1,0,1
1973125,1,0,1,1,0,1,0,0
1973958,1,0,1,1,0,1,1,0
1978125,1,0,1,1,0,1,1,1
1978333,1,0,1,1,0,1,0,1
1983125,1,0,1,1,0,1,0,0
1983958,1,0,1,1,0,1,1,0
1988125,1,0,1,1,0,1,1,1
1988333,1,0,1,1,0,1,0,1
1993125,1,0,1,1,0,1,0,0
1993958,0,1,1,1,0,1,1,0
1998125,0,1,1,1,0,1,1,1
1998333,0,1,1,1,0,1,0,1
2003125,0,1,1,1,0,1,0,0
2003958,1,0,1,1,0,1,1,0
2008125,1,0,1,1,0,1,1,1
2008333,1,0,1,1,0,1,0,1
2013125,1,0,1,1,0,1,0,0
2013958,1,0,1,1,0,1,1,0
2018125,1,0,1,1,0,1,1,1
2018333,1,0,1,1,0,1,0,1
2023125,1,0,1,1,0,1,0,0
2023958,1,0,1,1,0,1,1,0
2028125,1,0,1,1,0,1,1,1
2028333,1,0,1,1,0,1,0,1
2033125,1,0,1,1,0,1,0,0
2033958,1,0,1,1,0,1,1,0
2038125,1,0,1,1,0,1,1,1
2038333,1,0,1,1,0,1,0,1
2043125,1,0,1,1,0,1,0,0
2043958,1,1,1,1,0,1,1,0
2048125,1,1,1,1,0,1,1,1
2048333,1,1,1,1,0,1,0,1
2053125,1,1,1,1,0,1,0,0
2053958,0,1,1,1,0,1,1,0
2058125,0,1,1,1,0,1,1,1
2058333,0,1,1,1,0,1,0,1
2063125,0,1,1,1,0,1,0,0
2063958,0,1,1,1,0,1,1,0
2068125,0,1,1,1,0,1,1,1
2068333,0,1,1,1,0,1,0,1
2073125,0,1,1,1,0,1,0,0
2073958,0,0,1,1,0,1,1,0
2078125,0,0,1,1,0,1,1,1
2078333,0,0,1,1,0,1,0,1
2083125,0,0,1,1,0,1,0,0
2083958,1,0,1,1,0,1,1,0
2088125,1,0,1,1,0,1,1,1
2088333,1,0,1,1,0,1,0,1
2093125,1,0,1,1,0,1,0,0
2093958,0,1,1,1,0,1,1,0
2098125,0,1,1,1,0,1,1,1
2098333,0,1,1,1,0,1,0,1
2103125,0,1,1,1,0,1,0,0
2103958,0,1,1,1,0,1,1,0
2108125,0,1,1,1,0,1,1,1
2108333,0,1,1,1,0,1,0,1
2113125,0,1,1,1,0,1,0,0
2113958,0,0,0,0,0,1,1,0
2118125,0,0,0,0,0,1,1,1
2118333,0,0,0,0,0,1,0,1
2123125,0,0,0,0,0,1,0,0
2123958,0,0,1,0,0,1,0,0
2124167,0,1,1,1,0,1,1,0
2128125,0,1,1,1,0,1,1,1
2128333,0,1,1,1,0,1,0,1
2133125,0,1,1,1,0,1,0,0
2133958,0,0,1,1,0,1,0,0
2134167,1,0,1,1,0,1,1,0
2138125,1,0,1,1,0,1,1,1
2138333,1,0,1,1,0,1,0,1
2143125,1,0,1,1,0,1,0,0
2143958,0,0,1,1,0,1,0,0
2144167,0,1,1,1,0,1,1,0
2148125,0,1,1,1,0,1,1,1
2148333,0,1,1,1,0,1,0,1
2153125,0,1,1,1,0,1,0,0
2153958,0,1,1,1,0,1,1,0
2158125,0,1,1,1,0,1,1,1
2158333,0,1,1,1,0,1,0,1
2163125,0,1,1,1,0,1,0,0
2163958,0,1,1,1,0,1,1,0
2168125,0,1,1,1,0,1,1,1
2168333,0,1,1,1,0,1,0,1
2173125,0,1,1,1,0,1,0,0
2173958,0,0,1,1,0,1,0,0
2174167,1,0,1,1,0,1,1,0
2178125,1,0,1,1,0,1,1,1
2178333,1,0,1,1,0,1,0,1
2183125,1,0,1,1,0,1,0,0
2184167,1,0,1,1,0,1,1,0
2188125,1,0,1,1,0,1,1,1
2188333,1,0,1,1,0,1,0,1
2193125,1,0,1,1,0,1,0,0
2193958,0,0,1,1,0,1,0,0
2194167,0,1,1,1,0,1,1,0
2198125,0,1,1,1,0,1,1,1
2198333,0,1,1,1,0,1,0,1
2203125,0,1,1,1,0,1,0,0
2203958,0,0,1,1,0,1,0,0
2204167,1,0,1,1,0,1,1,0
2208125,1,0,1,1,0,1,1,1
2208333,1,0,1,1,0,1,0,1
2213125,1,0,1,1,0,1,0,0
2214167,1,0,1,1,0,1,1,0
2218125,1,0,1,1,0,1,1,1
2218333,1,0,1,1,0,1,0,1
2223125,1,0,1,1,0,1,0,0
2224167,1,0,1,1,0,1,1,0
2228125,1,0,1,1,0,1,1,1
2228333,1,0,1,1,0,1,0,1
2233125,1,0,1,1,0,1,0,0
2234167,0,0,1,1,0,1,1,0
2238125,0,0,1,1,0,1,1,1
2238333,0,0,1,1,0,1,0,1
2243125,0,0,1,1,0,1,0,0
2244167,0,1,1,1,0,1,1,0
2248125,0,1,1,1,0,1,1,1
2248333,0,1,1,1,0,1,0,1
2253125,0,1,1,1,0,1,0,0
2254167,1,1,1,1,0,1,1,0
2258125,1,1,1,1,0,1,1,1
2258333,1,1,1,1,0,1,0,1
2263125,1,1,1,1,0,1,0,0
2263958,0,1,1,1,0,1,0,0
2264167,0,1,1,1,0,1,1,0
2268125,0,1,1,1,0,1,1,1
2268333,0,1,1,1,0,1,0,1
2273125,0,1,1,1,0,1,0,0
2274167,1,0,1,1,0,1,1,0
2278125,1,0,1,1,0,1,1,1
2278333,1,0,1,1,0,1,0,1
2283125,1,0,1,1,0,1,0,0
2284167,1,0,1,1,0,1,1,0
2288125,1,0,1,1,0,1,1,1
2288333,1,0,1,1,0,1,0,1
2293125,1,0,1,1,0,1,0,0
2294167,1,0,1,1,0,1,1,0
2298125,1,0,1,1,0,1,1,1
2298333,1,0,1,1,0,1,0,1
2303125,1,0,1,1,0,1,0,0
2304167,0,1,1,1,0,1,1,0
2308125,0,1,1,1,0,1,1,1
2308333,0,1,1,1,0,1,0,1
2313125,0,1,1,1,0,1,0,0
2314167,1,1,1,1,0,1,1,0
2318125,1,1,1,1,0,1,1,1
2318333,1,1,1,1,0,1,0,1
2323125,1,1,1,1,0,1,0,0
2324167,1,0,1,1,0,1,1,0
2328125,1,0,1,1,0,1,1,1
2328333,1,0,1,1,0,1,0,1
2333125,1,0,1,1,0,1,0,0
2334167,0,0,1,1,0,1,1,0
2338125,0,0,1,1,0,1,1,1
2338333,0,0,1,1,0,1,0,1
2343125,0,0,1,1,0,1,0,0
2344167,1,0,1,1,0,1,1,0
2348125,1,0,1,1,0,1,1,1
2348333,1,0,1,1,0,1,0,1
2353125,1,0,1,1,0,1,0,0
2354167,0,1,1,1,0,1,1,0
2358125,0,1,1,1,0,1,1,1
2358333,0,1,1,1,0,1,0,1
2363333,0,1,1,1,0,1,0,0
2364167,1,1,1,1,0,1,1,0
2368333,1,1,1,1,0,1,0,1
2373333,1,1,1,1,0,1,0,0
2374167,1,0,1,1,0,1,1,0
2378333,1,0,1,1,0,1,0,1
2383333,1,0,1,1,0,1,0,0
2384167,1,0,1,1,0,1,1,0
2388333,1,0,1,1,0,1,1,1
2388542,1,0,1,1,0,1,0,1
2393333,1,0,1,1,0,1,0,0
2394167,0,1,1,1,0,1,1,0
2398333,0,1,1,1,0,1,1,1
2398542,0,1,1,1,0,1,0,1
2403333,0,1,1,1,0,1,0,0
2404167,0,1,1,1,0,1,1,0
2408333,0,1,1,1,0,1,1,1
2408542,0,1,1,1,0,1,0,1
2413333,0,1,1,1,0,1,0,0
2414167,1,1,1,1,0,1,1,0
2418333,1,1,1,1,0,1,1,1
2418542,1,1,1,1,0,1,0,1
2423333,1,1,1,1,0,1,0,0
2424167,0,1,1,1,0,1,1,0
2428333,0,1,1,1,0,1,1,1
2428542,0,1,1,1,0,1,0,1
2433333,0,1,1,1,0,1,0,0
2434167,1,0,1,1,0,1,1,0
2438333,1,0,1,1,0,1,1,1
2438542,1,0,1,1,0,1,0,1
2443333,1,0,1,1,0,1,0,0
2444167,0,0,1,1,0,1,1,0
2448333,0,0,1,1,0,1,1,1
2448542,0,0,1,1,0,1,0,1
2453333,0,0,1,1,0,1,0,0
2454167,0,1,1,1,0,1,1,0
2458333,0,1,1,1,0,1,1,1
2458542,0,1,1,1,0,1,0,1
2463333,0,1,1,1,0,1,0,0
2464167,0,1,1,1,0,1,1,0
2468333,0,1,1,1,0,1,1,1
2468542,0,1,1,1,0,1,0,1
2473333,0,1,1,1,0,1,0,0
2474167,0,1,1,1,0,1,1,0
2478333,0,1,1,1,0,1,1,1
2478542,0,1,1,1,0,1,0,1
2483333,0,1,1,1,0,1,0,0
2484167,1,0,1,1,0,1,1,0
2488333,1,0,1,1,0,1,1,1
2488542,1,0,1,1,0,1,0,1
2493333,1,0,1,1,0,1,0,0
2494167,1,0,1,1,0,1,1,0
2498333,1,0,1,1,0,1,1,1
2498542,1,0,1,1,0,1,0,1
2503333,1,0,1,1,0,1,0,0
2504167,1,0,1,1,0,1,1,0
2508333,1,0,1,1,0,1,1,1
2508542,1,0,1,1,0,1,0,1
2513333,1,0,1,1,0,1,0,0
2514167,0,1,1,1,0,1,1,0
2518333,0,1,1,1,0,1,1,1
2518542,0,1,1,1,0,1,0,1
2523333,0,1,1,1,0,1,0,0
2524167,1,1,1,1,0,1,1,0
2528333,1,1,1,1,0,1,1,1
2528542,1,1,1,1,0,1,0,1
2533333,1,1,1,1,0,1,0,0
2534167,0,1,1,1,0,1,1,0
2538333,0,1,1,1,0,1,1,1
2538542,0,1,1,1,0,1,0,1
2543333,0,1,1,1,0,1,0,0
2544167,0,0,1,1,0,1,1,0
2544375,1,0,1,1,0,1,1,0
2548333,1,0,1,1,0,1,1,1
2548542,1,0,1,1,0,1,0,1
2553333,1,0,1,1,0,1,0,0
2554167,0,0,1,1,0,1,1,0
2554375,0,1,1,1,0,1,1,0
2558333,0,1,1,1,0,1,1,1
2558542,0,1,1,1,0,1,0,1
2563333,0,1,1,1,0,1,0,0
2564167,0,0,1,1,0,1,0,0
2564375,1,0,1,1,0,1,1,0
2568333,1,0,1,1,0,1,1,1
2568542,1,0,1,1,0,1,0,1
2573333,1,0,1,1,0,1,0,0
2574167,1,0,1,1,0,1,1,0
2578333,1,0,1,1,0,1,1,1
2578542,1,0,1,1,0,1,0,1
2583333,1,0,1,1,0,1,0,0
2584167,0,0,1,1,0,1,1,0
2584375,0,1,1,1,0,1,1,0
2588333,0,1,1,1,0,1,1,1
2588542,0,1,1,1,0,1,0,1
2593333,0,1,1,1,0,1,0,0
2594167,0,1,1,1,0,1,1,0
2598333,0,1,1,1,0,1,1,1
2598542,0,1,1,1,0,1,0,1
2603333,0,1,1,1,0,1,0,0
2604167,1,1,1,1,0,1,1,0
2608333,1,1,1,1,0,1,1,1
2608542,1,1,1,1,0,1,0,1
2613333,1,1,1,1,0,1,0,0
2614375,0,0,1,1,0,1,1,0
2618333,0,0,1,1,0,1,1,1
2618542,0,0,1,1,0,1,0,1
2623333,0,0,1,1,0,1,0,0
2624167,1,1,1,1,0,1,0,0
2624375,1,1,1,1,0,1,1,0
2628333,1,1,1,1,0,1,1,1
2628542,1,1,1,1,0,1,0,1
2633333,1,1,1,1,0,1,0,0
2634167,0,1,1,1,0,1,0,0
2634375,0,1,1,1,0,1,1,0
2638333,0,1,1,1,0,1,1,1
2638542,0,1,1,1,0,1,0,1
2643333,0,1,1,1,0,1,0,0
2644375,0,1,1,1,0,1,1,0
2648333,0,1,1,1,0,1,1,1
2648542,0,1,1,1,0,1,0,1
2653333,0,1,1,1,0,1,0,0
2654375,0,1,1,1,0,1,1,0
2658333,0,1,1,1,0,1,1,1
2658542,0,1,1,1,0,1,0,1
2663333,0,1,1,1,0,1,0,0
2664375,1,0,1,1,0,1,1,0
2668333,1,0,1,1,0,1,1,1
2668542,1,0,1,1,0,1,0,1
2673333,1,0,1,1,0,1,0,0
2674375,1,0,1,1,0,1,1,0
2678333,1,0,1,1,0,1,1,1
2678542,1,0,1,1,0,1,0,1
2683333,1,0,1,1,0,1,0,0
2684375,0,1,1,1,0,1,1,0
2688333,0,1,1,1,0,1,1,1
2688542,0,1,1,1,0,1,0,1
2693333,0,1,1,1,0,1,0,0
2694375,0,1,1,1,0,1,1,0
2698333,0,1,1,1,0,1,1,1
2698542,0,1,1,1,0,1,0,1
2703333,0,1,1,1,0,1,0,0
2704375,0,1,1,1,0,1,1,0
2708333,0,1,1,1,0,1,1,1
2708542,0,1,1,1,0,1,0,1
2713333,0,1,1,1,0,1,0,0
2714375,1,0,1,1,0,1,1,0
2718333,1,0,1,1,0,1,1,1
2718542,1,0,1,1,0,1,0,1
2723333,1,0,1,1,0,1,0,0
2724375,0,1,1,1,0,1,1,0
2728333,0,1,1,1,0,1,1,1
2728542,0,1,1,1,0,1,0,1
2733333,0,1,1,1,0,1,0,0
2734375,0,1,1,1,0,1,1,0
2738333,0,1,1,1,0,1,1,1
2738542,0,1,1,1,0,1,0,1
2743333,0,1,1,1,0,1,0,0
2744375,1,0,1,1,0,1,1,0
2748333,1,0,1,1,0,1,1,1
2748542,1,0,1,1,0,1,0,1
2753333,1,0,1,1,0,1,0,0
2754375,0,1,1,1,0,1,1,0
2758333,0,1,1,1,0,1,1,1
2758542,0,1,1,1,0,1,0,1
2763333,0,1,1,1,0,1,0,0
2764375,1,0,1,1,0,1,1,0
2768333,1,0,1,1,0,1,1,1
2768542,1,0,1,1,0,1,0,1
2773333,1,0,1,1,0,1,0,0
2774375,0,0,1,1,0,1,1,0
2778333,0,0,1,1,0,1,1,1
2778542,0,0,1,1,0,1,0,1
2783542,0,0,1,1,0,1,0,0
2784375,1,0,1,1,0,1,1,0
2788542,1,0,1,1,0,1,0,1
2793542,1,0,1,1,0,1,0,0
2794375,0,1,1,1,0,1,1,0
2798542,0,1,1,1,0,1,0,1
2803542,0,1,1,1,0,1,0,0
2804375,0,1,1,1,0,1,1,0
2808542,0,1,1,1,0,1,1,1
2808750,0,1,1,1,0,1,0,1
2813542,0,1,1,1,0,1,0,0
2814375,1,0,1,1,0,1,1,0
2818542,1,0,1,1,0,1,1,1
2818750,1,0,1,1,0,1,0,1
2823542,1,0,1,1,0,1,0,0
2824375,1,0,1,1,0,1,1,0
2828542,1,0,1,1,0,1,1,1
2828750,1,0,1,1,0,1,0,1
2833542,1,0,1,1,0,1,0,0
2834375,1,0,1,1,0,1,1,0
2838542,1,0,1,1,0,1,1,1
2838750,1,0,1,1,0,1,0,1
2843542,1,0,1,1,0,1,0,0
2844375,0,1,1,1,0,1,1,0
2848542,0,1,1,1,0,1,1,1
2848750,0,1,1,1,0,1,0,1
2853542,0,1,1,1,0,1,0,0
2854375,1,1,1,1,0,1,1,0
2858542,1,1,1,1,0,1,1,1
2858750,1,1,1,1,0,1,0,1
2863542,1,1,1,1,0,1,0,0
2864375,0,1,1,1,0,1,1,0
2868542,0,1,1,1,0,1,1,1
2868750,0,1,1,1,0,1,0,1
2873542,0,1,1,1,0,1,0,0
2874375,0,0,1,1,0,1,1,0
2874583,1,0,1,1,0,1,1,0
2878542,1,0,1,1,0,1,1,1
2878750,1,0,1,1,0,1,0,1
2883542,1,0,1,1,0,1,0,0
2884375,0,1,1,1,0,1,1,0
2888542,0,1,1,1,0,1,1,1
2888750,0,1,1,1,0,1,0,1
2893542,0,1,1,1,0,1,0,0
